movie_id,year,genres
146,1995,"[4, 2, 0]"
147,1995,"[7, 0, 0]"
148,1995,"[7, 0, 0]"
149,1994,"[9, 7, 10]"
150,1995,"[7, 0, 0]"
151,1995,"[7, 6, 14]"
152,1995,"[11, 0, 0]"
153,1995,"[8, 4, 3]"
154,1967,"[7, 0, 0]"
155,1995,"[7, 14, 0]"
156,1995,"[3, 0, 0]"
157,1994,"[3, 14, 0]"
158,1995,"[4, 2, 0]"
159,1995,"[7, 0, 0]"
160,1995,"[8, 4, 16]"
161,1995,"[7, 10, 14]"
162,1994,"[13, 0, 0]"
163,1995,"[8, 6, 10]"
164,1995,"[9, 17, 16]"
165,1995,"[8, 10, 0]"
166,1995,"[3, 7, 0]"
167,1995,"[7, 0, 0]"
168,1995,"[8, 4, 7]"
169,1995,"[4, 2, 7]"
170,1995,"[8, 9, 10]"
171,1995,"[3, 0, 0]"
172,1995,"[8, 12, 10]"
173,1995,"[8, 4, 12]"
174,1995,"[3, 0, 0]"
175,1995,"[7, 0, 0]"
176,1995,"[3, 0, 0]"
177,1995,"[11, 0, 0]"
178,1993,"[3, 0, 0]"
179,1995,"[7, 6, 0]"
180,1995,"[3, 0, 0]"
181,1995,"[8, 2, 0]"
182,1995,"[7, 6, 0]"
183,1994,"[10, 0, 0]"
184,1994,"[7, 0, 0]"
185,1995,"[12, 10, 0]"
186,1995,"[3, 0, 0]"
187,1995,"[3, 0, 0]"
188,1995,"[11, 0, 0]"
189,1995,"[3, 0, 0]"
190,1995,"[10, 0, 0]"
191,1995,"[7, 0, 0]"
192,1995,"[13, 0, 0]"
193,1995,"[7, 0, 0]"
194,1995,"[7, 0, 0]"
195,1995,"[3, 7, 6]"
196,1995,"[11, 12, 0]"
197,1995,"[7, 0, 0]"
198,1995,"[8, 9, 12]"
199,1964,"[7, 15, 0]"
200,1995,"[10, 0, 0]"
201,1995,"[7, 0, 0]"
202,1995,"[7, 6, 0]"
203,1995,"[3, 0, 0]"
204,1995,"[8, 0, 0]"
205,1995,"[3, 7, 0]"
206,1995,"[13, 0, 0]"
207,1995,"[7, 6, 0]"
208,1995,"[8, 4, 0]"
209,1995,"[7, 0, 0]"
210,1995,"[18, 0, 0]"
211,1994,"[7, 0, 0]"
212,1995,"[3, 0, 0]"
213,1994,"[7, 0, 0]"
214,1994,"[7, 0, 0]"
215,1995,"[7, 6, 0]"
216,1995,"[3, 0, 0]"
217,1995,"[7, 10, 0]"
218,1995,"[3, 7, 0]"
219,1995,"[7, 0, 0]"
220,1995,"[11, 0, 0]"
222,1995,"[7, 6, 0]"
223,1994,"[3, 0, 0]"
224,1995,"[3, 7, 6]"
225,1994,"[7, 10, 0]"
226,1995,"[10, 0, 0]"
227,1994,"[8, 0, 0]"
228,1995,"[3, 0, 0]"
229,1994,"[7, 10, 0]"
230,1994,"[7, 10, 0]"
231,1994,"[3, 0, 0]"
232,1994,"[3, 7, 0]"
233,1994,"[7, 0, 0]"
234,1994,"[3, 0, 0]"
235,1994,"[3, 7, 0]"
236,1995,"[3, 6, 0]"
237,1995,"[3, 6, 0]"
238,1995,"[4, 2, 0]"
239,1995,"[1, 2, 3]"
240,1995,"[10, 0, 0]"
241,1995,"[2, 7, 0]"
242,1994,"[7, 15, 0]"
243,1995,"[3, 0, 0]"
244,1995,"[1, 2, 0]"
245,1994,"[9, 7, 0]"
246,1994,"[13, 0, 0]"
247,1994,"[7, 5, 6]"
248,1994,"[3, 0, 0]"
249,1994,"[7, 6, 0]"
250,1994,"[2, 3, 0]"
251,1995,"[8, 0, 0]"
252,1994,"[3, 6, 0]"
253,1994,"[7, 11, 0]"
254,1995,"[7, 0, 0]"
255,1994,"[3, 0, 0]"
256,1994,"[3, 12, 0]"
257,1995,"[16, 10, 0]"
258,1995,"[4, 2, 3]"
259,1995,"[9, 7, 10]"
260,1977,"[8, 4, 5]"
261,1994,"[7, 0, 0]"
262,1995,"[2, 7, 0]"
263,1994,"[7, 0, 0]"
264,1994,"[7, 0, 0]"
265,1992,"[7, 6, 0]"
266,1994,"[7, 6, 14]"
267,1994,"[3, 0, 0]"
268,1994,"[7, 0, 0]"
269,1993,"[7, 0, 0]"
270,1994,"[7, 6, 0]"
271,1995,"[7, 0, 0]"
272,1994,"[7, 0, 0]"
273,1994,"[7, 11, 0]"
274,1995,"[3, 0, 0]"
275,1994,"[3, 0, 0]"
276,1994,"[3, 6, 0]"
277,1994,"[7, 0, 0]"
278,1995,"[3, 0, 0]"
279,1995,"[7, 0, 0]"
280,1995,"[7, 10, 0]"
281,1994,"[7, 0, 0]"
282,1994,"[7, 0, 0]"
283,1995,"[9, 7, 0]"
284,1996,"[8, 9, 0]"
285,1993,"[7, 11, 0]"
286,1995,"[8, 12, 10]"
287,1994,"[3, 6, 0]"
288,1994,"[8, 10, 0]"
289,1994,"[3, 6, 0]"
290,1994,"[9, 7, 0]"
291,1995,"[10, 0, 0]"
292,1995,"[8, 7, 10]"
293,1994,"[9, 7, 6]"
294,1995,"[3, 6, 0]"
295,1995,"[3, 6, 0]"
296,1994,"[9, 7, 0]"
297,1995,"[7, 0, 0]"
298,1992,"[3, 0, 0]"
299,1994,"[7, 0, 0]"
300,1994,"[7, 0, 0]"
301,1995,"[7, 6, 0]"
302,1994,"[7, 6, 0]"
303,1995,"[8, 4, 18]"
304,1995,"[3, 7, 0]"
305,1994,"[3, 0, 0]"
306,1994,"[7, 0, 0]"
307,1993,"[7, 0, 0]"
308,1994,"[7, 0, 0]"
309,1994,"[7, 0, 0]"
310,1995,"[3, 0, 0]"
311,1994,"[11, 10, 0]"
312,1995,"[3, 0, 0]"
313,1994,"[1, 2, 0]"
314,1994,"[7, 0, 0]"
315,1994,"[8, 0, 0]"
316,1994,"[8, 4, 12]"
317,1994,"[2, 3, 5]"
318,1994,"[7, 0, 0]"
319,1994,"[10, 0, 0]"
320,1993,"[17, 10, 0]"
321,1993,"[7, 0, 0]"
322,1995,"[3, 7, 0]"
324,1994,"[3, 0, 0]"
325,1995,"[3, 0, 0]"
326,1994,"[7, 0, 0]"
327,1995,"[8, 3, 15]"
328,1995,"[11, 0, 0]"
329,1994,"[8, 4, 12]"
330,1995,"[3, 11, 0]"
331,1994,"[7, 0, 0]"
332,1995,"[11, 12, 0]"
333,1995,"[3, 0, 0]"
334,1994,"[7, 0, 0]"
335,1995,"[16, 10, 0]"
336,1995,"[7, 14, 0]"
337,1993,"[7, 0, 0]"
338,1995,"[12, 10, 0]"
339,1995,"[3, 6, 0]"
340,1994,"[4, 7, 0]"
341,1994,"[7, 0, 0]"
342,1994,"[3, 6, 0]"
343,1995,"[2, 0, 0]"
344,1994,"[3, 0, 0]"
345,1994,"[3, 7, 0]"
346,1993,"[7, 15, 0]"
347,1992,"[7, 0, 0]"
348,1994,"[3, 0, 0]"
349,1994,"[8, 4, 10]"
350,1994,"[7, 16, 10]"
351,1994,"[3, 7, 6]"
352,1994,"[3, 0, 0]"
353,1994,"[8, 6, 10]"
354,1994,"[7, 0, 0]"
355,1994,"[2, 3, 0]"
356,1994,"[3, 6, 14]"
357,1994,"[3, 6, 0]"
358,1995,"[7, 0, 0]"
359,1994,"[3, 7, 6]"
360,1994,"[8, 3, 0]"
361,1994,"[7, 6, 0]"
362,1994,"[4, 2, 6]"
363,1993,"[13, 0, 0]"
364,1994,"[1, 2, 15]"
365,1993,"[7, 0, 0]"
366,1994,"[11, 0, 0]"
367,1994,"[3, 9, 5]"
368,1994,"[8, 3, 18]"
369,1994,"[7, 0, 0]"
370,1994,"[3, 0, 0]"
371,1994,"[3, 7, 0]"
372,1994,"[3, 7, 0]"
373,1992,"[10, 0, 0]"
374,1994,"[2, 3, 0]"
375,1994,"[7, 0, 0]"
376,1994,"[8, 10, 0]"
377,1994,"[8, 6, 10]"
378,1994,"[3, 6, 0]"
379,1994,"[8, 12, 0]"
380,1994,"[8, 4, 3]"
381,1994,"[7, 0, 0]"
382,1994,"[7, 11, 0]"
383,1994,"[18, 0, 0]"
384,1995,"[8, 0, 0]"
385,1994,"[7, 0, 0]"
386,1994,"[7, 0, 0]"
387,1994,"[8, 3, 0]"
388,1995,"[7, 0, 0]"
389,1994,"[7, 6, 14]"
390,1965,"[8, 3, 7]"
391,1994,"[9, 7, 0]"
392,1993,"[4, 2, 0]"
393,1994,"[8, 0, 0]"
394,1995,"[8, 0, 0]"
395,1995,"[7, 0, 0]"
396,1995,"[7, 0, 0]"
397,1995,"[11, 0, 0]"
398,1995,"[13, 0, 0]"
399,1995,"[7, 0, 0]"
400,1995,"[7, 0, 0]"
401,1995,"[8, 10, 0]"
402,1996,"[3, 0, 0]"
403,1995,"[3, 9, 7]"
404,1994,"[13, 0, 0]"
405,1994,"[8, 12, 0]"
406,1994,"[7, 0, 0]"
407,1995,"[11, 10, 0]"
408,1994,"[7, 0, 0]"
409,1994,"[7, 0, 0]"
410,1993,"[3, 0, 0]"
411,1994,"[3, 0, 0]"
412,1993,"[7, 0, 0]"
413,1994,"[3, 0, 0]"
414,1994,"[3, 0, 0]"
415,1993,"[3, 10, 0]"
416,1994,"[18, 0, 0]"
417,1994,"[3, 6, 0]"
418,1993,"[7, 0, 0]"
419,1993,"[3, 0, 0]"
420,1994,"[8, 3, 0]"
421,1994,"[4, 2, 0]"
422,1994,"[10, 0, 0]"
423,1994,"[8, 10, 0]"
424,1994,"[7, 0, 0]"
425,1994,"[7, 6, 0]"
426,1993,"[11, 12, 10]"
427,1993,"[16, 6, 10]"
428,1993,"[7, 0, 0]"
429,1994,"[3, 0, 0]"
430,1993,"[7, 0, 0]"
431,1993,"[9, 7, 0]"
432,1994,"[3, 18, 0]"
433,1994,"[3, 0, 0]"
434,1993,"[8, 4, 9]"
435,1993,"[3, 12, 0]"
436,1994,"[7, 10, 0]"
437,1994,"[3, 0, 0]"
438,1994,"[8, 3, 0]"
439,1993,"[7, 0, 0]"
440,1993,"[3, 6, 0]"
441,1993,"[3, 0, 0]"
442,1993,"[8, 12, 0]"
443,1994,"[13, 0, 0]"
444,1993,"[3, 6, 0]"
445,1993,"[3, 0, 0]"
446,1993,"[7, 6, 0]"
447,1994,"[3, 6, 0]"
448,1993,"[7, 0, 0]"
449,1993,"[3, 0, 0]"
450,1994,"[3, 7, 0]"
451,1993,"[7, 16, 6]"
452,1994,"[7, 0, 0]"
453,1993,"[3, 0, 0]"
454,1993,"[7, 10, 0]"
455,1993,"[4, 2, 7]"
456,1994,"[7, 0, 0]"
457,1993,"[8, 10, 0]"
458,1993,"[7, 18, 0]"
459,1994,"[8, 0, 0]"
460,1994,"[3, 0, 0]"
461,1994,"[7, 6, 0]"
462,1994,"[8, 4, 0]"
463,1993,"[9, 7, 10]"
464,1993,"[8, 4, 9]"
465,1993,"[8, 7, 14]"
466,1993,"[8, 3, 14]"
467,1995,"[3, 0, 0]"
468,1995,"[3, 6, 0]"
469,1993,"[7, 6, 0]"
470,1994,"[3, 0, 0]"
471,1994,"[3, 6, 0]"
472,1994,"[3, 7, 0]"
473,1994,"[3, 14, 0]"
474,1993,"[8, 10, 0]"
475,1993,"[7, 0, 0]"
476,1994,"[3, 7, 0]"
477,1993,"[7, 0, 0]"
478,1994,"[3, 0, 0]"
479,1993,"[8, 0, 0]"
480,1993,"[8, 4, 12]"
481,1993,"[7, 10, 0]"
482,1994,"[10, 0, 0]"
483,1993,"[7, 0, 0]"
484,1994,"[4, 2, 0]"
485,1993,"[8, 3, 0]"
486,1993,"[3, 0, 0]"
487,1994,"[3, 18, 0]"
488,1993,"[7, 0, 0]"
489,1993,"[3, 0, 0]"
490,1993,"[10, 0, 0]"
491,1993,"[7, 0, 0]"
492,1993,"[3, 16, 0]"
493,1993,"[8, 9, 7]"
494,1996,"[8, 10, 0]"
495,1976,"[7, 0, 0]"
496,1994,"[3, 7, 6]"
497,1993,"[3, 6, 0]"
498,1993,"[7, 6, 0]"
499,1993,"[3, 6, 0]"
500,1993,"[3, 0, 0]"
501,1993,"[7, 0, 0]"
502,1994,"[8, 2, 0]"
503,1994,"[7, 0, 0]"
504,1994,"[8, 12, 0]"
505,1994,"[3, 0, 0]"
506,1993,"[7, 0, 0]"
507,1993,"[8, 7, 0]"
508,1993,"[7, 0, 0]"
509,1993,"[7, 6, 0]"
510,1993,"[7, 0, 0]"
511,1993,"[8, 7, 0]"
512,1994,"[11, 12, 0]"
513,1994,"[3, 16, 6]"
514,1994,"[3, 0, 0]"
515,1993,"[7, 0, 0]"
516,1994,"[3, 7, 14]"
517,1993,"[8, 7, 16]"
518,1994,"[3, 0, 0]"
519,1993,"[12, 10, 0]"
520,1993,"[3, 0, 0]"
521,1993,"[9, 10, 0]"
522,1992,"[8, 7, 0]"
523,1993,"[7, 0, 0]"
524,1993,"[7, 0, 0]"
525,1993,"[7, 0, 0]"
526,1992,"[7, 0, 0]"
527,1993,"[7, 14, 0]"
528,1994,"[7, 0, 0]"
529,1993,"[7, 0, 0]"
530,1994,"[7, 0, 0]"
531,1993,"[2, 7, 0]"
532,1994,"[3, 9, 11]"
533,1994,"[8, 0, 0]"
534,1993,"[7, 6, 0]"
535,1993,"[7, 0, 0]"
536,1994,"[7, 0, 0]"
537,1994,"[3, 7, 0]"
538,1993,"[7, 0, 0]"
539,1993,"[3, 6, 0]"
540,1993,"[10, 0, 0]"
541,1982,"[17, 12, 0]"
542,1993,"[3, 0, 0]"
543,1993,"[3, 6, 10]"
544,1993,"[8, 0, 0]"
545,1993,"[7, 0, 0]"
546,1993,"[8, 4, 2]"
547,1994,"[8, 4, 10]"
548,1994,"[8, 0, 0]"
549,1993,"[13, 0, 0]"
550,1994,"[3, 6, 0]"
551,1993,"[2, 3, 15]"
552,1993,"[8, 4, 3]"
553,1993,"[18, 0, 0]"
554,1994,"[10, 0, 0]"
555,1993,"[8, 9, 6]"
556,1993,"[13, 0, 0]"
557,1962,"[7, 0, 0]"
558,1994,"[8, 4, 1]"
559,1993,"[3, 0, 0]"
560,1994,"[7, 0, 0]"
561,1994,"[10, 0, 0]"
562,1995,"[3, 7, 0]"
563,1993,"[7, 0, 0]"
564,1994,"[3, 0, 0]"
565,1992,"[11, 0, 0]"
566,1994,"[3, 6, 0]"
567,1993,"[7, 0, 0]"
568,1993,"[3, 7, 0]"
569,1994,"[2, 3, 0]"
570,1993,"[3, 7, 0]"
571,1994,"[7, 0, 0]"
572,1994,"[7, 0, 0]"
573,1993,"[7, 0, 0]"
574,1994,"[3, 7, 0]"
575,1994,"[2, 3, 0]"
576,1993,"[3, 0, 0]"
577,1994,"[4, 2, 0]"
578,1993,"[7, 16, 0]"
579,1993,"[10, 0, 0]"
580,1994,"[7, 0, 0]"
581,1995,"[13, 0, 0]"
582,1993,"[3, 0, 0]"
583,1994,"[3, 7, 0]"
584,1993,"[7, 0, 0]"
585,1995,"[3, 0, 0]"
586,1990,"[2, 3, 0]"
587,1990,"[3, 6, 10]"
588,1992,"[1, 2, 3]"
589,1991,"[8, 12, 10]"
590,1990,"[4, 7, 18]"
591,1995,"[8, 7, 10]"
592,1989,"[8, 4, 9]"
593,1991,"[7, 10, 0]"
594,1937,"[1, 2, 15]"
595,1991,"[1, 2, 15]"
596,1940,"[1, 2, 0]"
597,1990,"[3, 6, 0]"
598,1994,"[3, 0, 0]"
599,1969,"[18, 0, 0]"
600,1994,"[10, 0, 0]"
601,1994,"[7, 0, 0]"
602,1994,"[13, 0, 0]"
603,1995,"[3, 0, 0]"
604,1996,"[13, 0, 0]"
605,1996,"[7, 6, 0]"
606,1995,"[11, 0, 0]"
607,1993,"[7, 0, 0]"
608,1996,"[9, 7, 10]"
609,1996,"[4, 2, 0]"
610,1981,"[8, 4, 1]"
611,1996,"[8, 11, 12]"
612,1996,"[3, 0, 0]"
613,1996,"[7, 6, 0]"
614,1994,"[7, 10, 0]"
615,1973,"[7, 0, 0]"
616,1970,"[1, 2, 0]"
617,1995,"[7, 0, 0]"
618,1996,"[3, 6, 0]"
619,1996,"[3, 0, 0]"
620,1991,"[7, 0, 0]"
621,1993,"[7, 0, 0]"
623,1995,"[6, 0, 0]"
624,1995,"[8, 7, 10]"
625,1990,"[7, 0, 0]"
626,1996,"[3, 0, 0]"
627,1995,"[7, 10, 0]"
628,1996,"[7, 10, 0]"
629,1995,"[7, 0, 0]"
630,1996,"[7, 6, 0]"
631,1996,"[1, 2, 15]"
632,1995,"[14, 0, 0]"
633,1995,"[3, 0, 0]"
634,1995,"[3, 0, 0]"
635,1996,"[3, 7, 0]"
636,1995,"[7, 0, 0]"
637,1996,"[3, 0, 0]"
638,1995,"[6, 0, 0]"
639,1996,"[3, 0, 0]"
640,1996,"[7, 10, 0]"
641,1994,"[3, 0, 0]"
642,1995,"[7, 0, 0]"
643,1996,"[3, 0, 0]"
644,1996,"[3, 0, 0]"
645,1995,"[7, 0, 0]"
647,1996,"[7, 14, 0]"
648,1996,"[8, 4, 16]"
649,1994,"[3, 7, 0]"
650,1996,"[7, 0, 0]"
651,1996,"[3, 0, 0]"
652,1995,"[16, 0, 0]"
653,1996,"[8, 4, 5]"
654,1996,"[7, 6, 0]"
655,1995,"[3, 0, 0]"
656,1996,"[3, 0, 0]"
657,1994,"[3, 7, 0]"
658,1995,"[7, 0, 0]"
659,1960,"[9, 10, 0]"
660,1996,"[7, 0, 0]"
661,1996,"[1, 2, 15]"
662,1996,"[10, 0, 0]"
663,1996,"[3, 0, 0]"
664,1996,"[3, 0, 0]"
665,1995,"[14, 0, 0]"
666,1996,"[7, 0, 0]"
667,1995,"[8, 0, 0]"
668,1955,"[7, 0, 0]"
669,1956,"[7, 0, 0]"
670,1959,"[7, 0, 0]"
671,1996,"[3, 12, 0]"
672,1995,"[7, 0, 0]"
673,1996,"[4, 1, 2]"
674,1968,"[4, 12, 0]"
675,1994,"[8, 7, 10]"
676,1996,"[7, 0, 0]"
678,1993,"[7, 10, 0]"
679,1995,"[7, 0, 0]"
680,1965,"[12, 0, 0]"
681,1981,"[9, 0, 0]"
682,1994,"[13, 7, 0]"
683,1993,"[13, 0, 0]"
684,1980,"[7, 0, 0]"
685,1995,"[7, 0, 0]"
687,1994,"[7, 6, 0]"
688,1995,"[8, 4, 3]"
690,1994,"[6, 0, 0]"
691,1996,"[3, 6, 0]"
692,1996,"[8, 12, 10]"
693,1994,"[7, 0, 0]"
694,1996,"[8, 0, 0]"
695,1995,"[16, 10, 0]"
696,1995,"[10, 0, 0]"
697,1996,"[7, 6, 0]"
698,1994,"[7, 0, 0]"
699,1991,"[7, 0, 0]"
700,1995,"[3, 0, 0]"
701,1992,"[7, 0, 0]"
702,1968,"[7, 0, 0]"
703,1996,"[7, 0, 0]"
704,1996,"[8, 4, 0]"
705,1996,"[3, 0, 0]"
706,1996,"[7, 0, 0]"
707,1996,"[9, 17, 10]"
708,1996,"[3, 6, 0]"
709,1988,"[1, 2, 0]"
710,1996,"[3, 0, 0]"
711,1996,"[4, 2, 0]"
712,1994,"[7, 0, 0]"
713,1994,"[7, 0, 0]"
714,1995,"[18, 0, 0]"
715,1995,"[7, 0, 0]"
716,1975,"[9, 0, 0]"
717,1995,"[3, 0, 0]"
718,1993,"[3, 12, 0]"
719,1996,"[3, 0, 0]"
720,1996,"[1, 0, 0]"
721,1995,"[7, 0, 0]"
722,1995,"[13, 0, 0]"
723,1986,"[7, 0, 0]"
724,1996,"[7, 11, 0]"
725,1996,"[3, 0, 0]"
726,1996,"[7, 0, 0]"
727,1995,"[13, 0, 0]"
728,1995,"[3, 0, 0]"
729,1995,"[7, 0, 0]"
730,1994,"[7, 0, 0]"
731,1996,"[16, 10, 0]"
732,1996,"[9, 0, 0]"
733,1996,"[8, 4, 10]"
734,1996,"[3, 0, 0]"
735,1994,"[3, 11, 0]"
736,1996,"[8, 4, 6]"
737,1996,"[8, 12, 0]"
738,1995,"[7, 0, 0]"
739,1996,"[3, 0, 0]"
741,1995,"[1, 12, 0]"
742,1996,"[11, 10, 0]"
743,1996,"[3, 0, 0]"
744,1995,"[7, 0, 0]"
745,1995,"[1, 3, 10]"
746,1948,"[17, 0, 0]"
747,1996,"[3, 0, 0]"
748,1996,"[8, 12, 10]"
749,1943,"[7, 0, 0]"
750,1963,"[12, 14, 0]"
751,1992,"[3, 0, 0]"
752,1992,"[3, 6, 0]"
753,1995,"[3, 7, 0]"
754,1995,"[4, 2, 0]"
755,1950,"[2, 7, 0]"
756,1994,"[13, 0, 0]"
757,1994,"[7, 0, 0]"
758,1992,"[7, 0, 0]"
759,1994,"[13, 0, 0]"
760,1993,"[14, 0, 0]"
761,1996,"[4, 0, 0]"
762,1996,"[3, 9, 0]"
763,1996,"[7, 0, 0]"
764,1995,"[7, 6, 0]"
765,1996,"[3, 7, 0]"
766,1996,"[7, 0, 0]"
767,1995,"[7, 0, 0]"
768,1995,"[7, 0, 0]"
769,1996,"[13, 0, 0]"
770,1946,"[7, 0, 0]"
771,1987,"[3, 7, 0]"
772,1992,"[3, 0, 0]"
773,1973,"[7, 0, 0]"
774,1982,"[7, 0, 0]"
775,1968,"[11, 0, 0]"
776,1994,"[3, 7, 0]"
777,1995,"[14, 0, 0]"
778,1996,"[7, 0, 0]"
779,1997,"[7, 6, 0]"
780,1996,"[8, 12, 14]"
781,1996,"[7, 0, 0]"
782,1996,"[10, 0, 0]"
783,1996,"[1, 2, 15]"
784,1996,"[3, 0, 0]"
785,1996,"[3, 0, 0]"
786,1996,"[8, 10, 0]"
787,1995,"[13, 0, 0]"
788,1996,"[3, 5, 6]"
789,1990,"[7, 0, 0]"
790,1994,"[7, 0, 0]"
791,1995,"[13, 0, 0]"
792,1987,"[5, 0, 0]"
793,1993,"[7, 0, 0]"
794,1994,"[3, 7, 0]"
795,1994,"[7, 0, 0]"
796,1974,"[7, 0, 0]"
797,1991,"[3, 0, 0]"
798,1996,"[8, 4, 10]"
799,1996,"[3, 11, 0]"
800,1996,"[7, 16, 0]"
801,1996,"[2, 3, 0]"
802,1996,"[7, 6, 0]"
803,1996,"[6, 0, 0]"
804,1996,"[3, 6, 0]"
805,1996,"[7, 0, 0]"
806,1996,"[7, 0, 0]"
807,1995,"[3, 6, 0]"
808,1996,"[4, 2, 0]"
809,1996,"[8, 4, 0]"
810,1996,"[2, 3, 5]"
811,1994,"[3, 0, 0]"
812,1994,"[7, 0, 0]"
813,1996,"[3, 0, 0]"
814,1995,"[7, 0, 0]"
815,1995,"[8, 16, 10]"
816,1995,"[7, 0, 0]"
818,1996,"[3, 0, 0]"
819,1993,"[3, 7, 0]"
820,1956,"[7, 0, 0]"
821,1995,"[6, 0, 0]"
822,1992,"[7, 0, 0]"
823,1967,"[7, 0, 0]"
824,1993,"[7, 0, 0]"
825,1996,"[3, 6, 0]"
826,1995,"[7, 0, 0]"
827,1995,"[7, 0, 0]"
828,1996,"[4, 2, 0]"
829,1996,"[3, 15, 0]"
830,1996,"[3, 0, 0]"
831,1995,"[7, 0, 0]"
832,1996,"[7, 10, 0]"
